,player_id,season,week,player_display_name,position,True rushing_yards,Projected rushing_yards,Average rushing_yards,STD rushing_yards,True rushing_tds,Projected rushing_tds,Average rushing_tds,STD rushing_tds,True rushing_fumbles_lost,Projected rushing_fumbles_lost,Average rushing_fumbles_lost,STD rushing_fumbles_lost,True receiving_yards,Projected receiving_yards,Average receiving_yards,STD receiving_yards,True receiving_tds,Projected receiving_tds,Average receiving_tds,STD receiving_tds,True receptions,Projected receptions,Average receptions,STD receptions,True receiving_fumbles_lost,Projected receiving_fumbles_lost,Average receiving_fumbles_lost,STD receiving_fumbles_lost,True passing_yards,Projected passing_yards,Average passing_yards,STD passing_yards,True passing_tds,Projected passing_tds,Average passing_tds,STD passing_tds,True passing_interceptions,Projected passing_interceptions,Average passing_interceptions,STD passing_interceptions
854422,00-0037248,2024,10,James Cook,RB,80,54.13765581550089,62.0,27.825989906663057,1,0.48520840167403,0.875,0.8345229603962802,0,0.06060062032687097,0.0,0.0,5,21.822413597424998,21.25,14.557766704703418,0,0.11375076756719582,0.125,0.3535533905932738,1,2.5087046955175882,2.375,1.685018016012207,0.0,0.014108908270289986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854423,00-0037256,2024,10,Rachaad White,RB,31,31.74428791340774,34.375,18.927964949852825,0,0.23653438958622955,0.125,0.3535533905932738,0,0.08784780449002791,0.125,0.3535533905932738,39,28.238345059279993,31.5,29.36956636675844,1,0.27615401703674214,0.375,0.7440238091428449,6,3.526727716396996,3.875,1.8850918886280927,0.0,0.0196795376928915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854424,00-0037261,2024,10,Khalil Shakir,WR,0,2.11091790048755,0.5,0.9258200997725515,0,0.012018211108139616,0.0,0.0,0,0.0036409637423840714,0.0,0.0,58,48.46164889487895,58.875,25.390872938349887,0,0.2043281084946481,0.25,0.4629100498862757,6,4.847816886868653,5.25,2.2519832529192065,0.0,0.03176394333075011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854425,00-0037263,2024,10,Tyler Allgeier,RB,59,48.74184985386723,41.111111111111114,28.59389989335332,0,0.31158369493327354,0.2222222222222222,0.4409585518440985,0,0.029589368983557497,0.0,0.0,0,9.425183733752935,6.333333333333333,7.433034373659253,0,0.018115002840754332,0.0,0.0,0,1.0805960515006707,0.8888888888888888,1.0540925533894598,0.0,0.002088600219862971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854426,00-0037276,2024,10,Ty Chandler,RB,18,25.319622370168357,25.166666666666668,28.035151095895614,0,0.14185865984269397,0.0,0.0,0,0.030076975269231344,0.0,0.0,0,9.854302726099291,7.0,9.30298094942984,0,0.05041783056954273,0.0,0.0,0,1.2142692669076465,1.0,1.2060453783110545,0.0,0.003181266937613436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854554,00-0037291,2024,10,Jalen Nailor,WR,-7,1.2183056497852363,0.42857142857142855,1.0894095588038444,0,0.013908437988494553,0.0,0.0,0,0.0027988663331234963,0.0,0.0,11,24.638169643799465,33.714285714285715,22.882403623841522,0,0.24198760878616615,0.5714285714285714,0.5135525910130955,1,2.120743072197674,2.142857142857143,1.167320591199077,0.0,0.01684302172455092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854682,00-0037292,2024,10,Andrew Ogletree,TE,0,0.5442075235860457,0.0,0.0,0,-0.0029679793533413518,0.0,0.0,0,0.0053773834997637646,0.0,0.0,2,14.4841039451247,9.333333333333334,9.458682078739441,0,0.1304413736040937,0.16666666666666666,0.408248290463863,1,1.2891380895978368,0.8333333333333334,0.752772652709081,0.0,0.010070175591322932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854683,00-0037304,2024,10,Connor Heyward,TE,0,0.5154358643228125,0.0,0.0,0,0.0019909013779348533,0.0,0.0,0,0.001653440100313857,0.0,0.0,0,11.150728454011869,4.833333333333333,9.04249228181405,0,0.11474119857832996,0.16666666666666666,0.408248290463863,0,1.0380713481644521,0.6666666666666666,0.816496580927726,0.0,0.0033003121035878854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854684,00-0037429,2024,10,Raheem Blackshear,RB,0,0.16376965387128983,0.0,0.0,0,0.0005448817872593242,0.0,0.0,0,-0.0015124725254657446,0.0,0.0,0,2.905810044859553,0.0,0.0,0,0.023555623549631727,0.0,0.0,0,0.3108140884177848,0.0,0.0,0.0,0.0014528837281495566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856871,00-0037525,2024,10,Jordan Mason,RB,5,41.86541709779273,85.625,38.21321760857099,0,0.2780914492359834,0.375,0.49999999999999994,0,0.04167382505988345,0.125,0.3415650255319866,0,12.697902879483642,10.75,10.890362712049585,0,0.07150328766690206,0.0,0.0,0,1.411690281537923,1.25,0.6831300510639732,0.0,0.007452016793178933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856999,00-0037539,2024,10,Lucas Krull,TE,0,-0.8102332709238436,0.0,0.0,0,-0.013823303720909563,0.0,0.0,0,-0.00011884283314858926,0.0,0.0,21,18.482126062826044,15.0,16.015617378046965,0,0.079435185898803,0.0,0.0,2,1.6361737882516383,1.6,1.140175425099138,0.0,0.009215706908179492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857000,00-0037569,2024,10,Peyton Hendershot,TE,0,0.9175844890235325,0.0,0.0,0,0.005667923910526423,0.0,0.0,0,0.002284280824100841,0.0,0.0,6,7.801498861300445,4.5,6.363961030678928,0,0.04236745356727058,0.0,0.0,1,0.8644555686276136,0.5,0.7071067811865476,0.0,0.003859377633082366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857001,00-0037594,2024,10,Julius Chestnut,RB,0,15.786943943776791,14.2,13.498148021117563,0,0.04828921005465518,0.0,0.0,0,0.01523437810804726,0.0,0.0,0,8.15548444883301,1.8,4.024922359499621,0,0.050399695114670184,0.0,0.0,0,0.7475982198505673,0.2,0.447213595499958,0.0,0.00439187440060113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857002,00-0037614,2024,10,John Metchie III,WR,0,0.6412606372806469,0.0,0.0,0,-0.003285287145567084,0.0,0.0,0,0.006805771655719446,0.0,0.0,74,16.2694968553704,12.0,15.132745950421556,1,0.07941775224508692,0.0,0.0,5,1.519449421369346,1.3333333333333333,1.5275252316519468,0.0,0.008850538873432364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857003,00-0037617,2024,10,Hassan Haskins,RB,4,3.7856766016006818,3.6,4.61519230368573,1,0.032086537503969864,0.0,0.0,0,0.011210338902638065,0.0,0.0,0,3.1878647232072765,0.0,0.0,0,0.01896996230815666,0.0,0.0,0,0.3017204322042497,0.0,0.0,0.0,0.0017897427721934832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857004,00-0037664,2024,10,Alec Pierce,WR,0,0.9470075907995223,0.0,0.0,0,0.0021763808724031136,0.0,0.0,0,0.007313965095325066,0.0,0.0,81,30.246842428204424,48.333333333333336,49.668903752750566,1,0.16556243723986674,0.3333333333333333,0.5,4,2.2018588933136294,2.111111111111111,1.5365907428821481,0.0,0.013048479221101106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857005,00-0037666,2024,10,Jalen Tolbert,WR,0,-0.15910852353904126,0.0,0.0,0,-0.011957083581417546,0.0,0.0,0,0.00462648975379965,0.0,0.0,14,44.89285832423951,44.125,27.637642549868207,0,0.3232074453133018,0.375,0.5175491695067657,3,3.4562319942775055,3.75,1.9086270308410553,0.0,0.010762397145409632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857006,00-0037740,2024,10,Garrett Wilson,WR,0,0.9523241052014164,0.5555555555555556,1.6666666666666665,0,0.011542817479835689,0.0,0.0,0,0.005086472792637294,0.0,0.0,41,77.43328125462526,73.66666666666667,29.618406439239774,0,0.5137873330584586,0.5555555555555556,0.7264831572567789,5,5.880656679845314,6.666666666666667,2.8722813232690143,0.0,0.012880206991345233,0.1111111111111111,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857007,00-0037741,2024,10,Jahan Dotson,WR,0,3.064275922226808,1.8571428571428572,4.913538149119954,0,0.020114115333030695,0.0,0.0,0,0.006427386685954764,0.0,0.0,27,21.18957927065189,10.142857142857142,12.226045578035054,0,0.10624305683994054,0.0,0.0,1,1.6213079412321059,1.0,0.816496580927726,0.0,0.00558966804476408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857008,00-0037744,2024,10,Trey McBride,TE,0,1.9148981453094214,0.25,0.7071067811865476,0,0.07826775651203104,0.125,0.3535533905932738,0,0.006237311957349431,0.0,0.0,71,59.45050967552245,60.125,34.47747712016395,0,0.28647174670534015,0.0,0.0,4,4.8265094303704235,5.625,2.1339098923270936,0.0,0.021100968288707354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857009,00-0037801,2024,10,KaVontae Turpin,WR,0,2.7475670764562734,1.75,4.757145654970919,0,0.02428442079908512,0.0,0.0,0,0.014335202872195772,0.0,0.0,0,29.348689809882814,22.625,20.269515555867763,0,0.11995288469076654,0.125,0.3378319623460881,0,2.2879818439565036,2.125,1.5690623065191291,0.0,-0.0055517019560658715,0.125,0.3378319623460881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859196,00-0037805,2024,10,Jeremy Ruckert,TE,0,0.4329408937089809,0.0,0.0,0,0.005292111531985083,0.0,0.0,0,0.0006489431683536946,0.0,0.0,17,16.067341998900304,8.125,6.356942211921883,0,0.07885339588039639,0.0,0.0,2,1.9085619203721151,1.5,1.0690449676496976,0.0,0.008899673137341895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859197,00-0037809,2024,10,Chig Okonkwo,TE,0,1.384775390624588,0.0,0.0,0,0.0006009242122530928,0.0,0.0,0,0.007141466170900879,0.0,0.0,14,25.266755959443806,19.875,15.797264681854621,0,0.10288029044919828,0.125,0.3535533905932738,1,2.3697415192245583,2.5,0.9258200997725514,0.0,0.07038467357487452,0.125,0.3535533905932738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859198,00-0037834,2024,10,Brock Purdy,QB,17,26.369211515423665,26.25,16.342320170998626,0,0.3220279509075388,0.375,0.7440238091428449,0,0.056020563713046645,0.0,0.0,0,6.294596880149591,0.0,0.0,0,0.03880205302142803,0.0,0.0,0,0.635705601541759,0.0,0.0,0.0,0.0022906815476612177,0.0,0.0,353.0,243.9499575486861,262.625,35.1727877769164,2.0,1.4331076865302077,1.25,1.1649647450214349,0.0,0.7244545629427999,0.875,1.1259916264596033
859202,00-0037837,2024,10,Calvin Austin III,WR,0,1.3836462273036236,0.0,0.0,0,0.01115643933832447,0.0,0.0,0,0.005108516470037731,0.0,0.0,20,36.61206266682552,32.125,29.85939271541425,0,0.28707088253430524,0.25,0.447213595499958,2,2.553562551362516,1.75,1.1254628677422756,0.0,0.014216443205720273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859330,00-0037840,2024,10,Kyren Williams,RB,62,69.3298834462271,80.63636363636364,24.225080917399335,0,0.5169348246495383,1.0909090909090908,0.7006490497453707,1,0.13630861447420567,0.18181818181818182,0.40451991747794525,20,18.492678257888116,14.181818181818182,11.160808051554168,0,0.13321357651666896,0.2727272727272727,0.46709936649691375,5,2.0954535137428167,2.4545454545454546,1.6348477827391983,0.0,0.010308588418199375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859331,00-0038041,2024,10,Jake Ferguson,TE,0,-0.14307012678617426,0.0,0.0,0,-0.0121522689664363,0.0,0.0,0,0.004408008951656103,0.0,0.0,24,41.587714239647326,47.714285714285715,32.41766126519249,0,0.18544263647652276,0.0,0.0,4,4.240231780829923,5.428571428571429,1.7182493859684491,1.0,0.017294360722006616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859332,00-0038046,2024,10,Charlie Kolar,TE,0,0.5620372618047185,0.2857142857142857,0.7559289460184545,0,0.018277254964405534,0.0,0.0,0,-6.33009942133389e-05,0.0,0.0,4,29.629063200561845,17.285714285714285,23.084730059170322,0,0.38956417005255317,0.14285714285714285,0.37796447300922725,1,1.6884035502614767,1.0,1.0,0.0,0.007060293093299662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859333,00-0038102,2024,10,Kenny Pickett,QB,1,2.1246465640391046,0.0,0.0,0,0.013351065428204904,0.0,0.0,0,0.0016328698293235702,0.0,0.0,0,7.528077059036024,0.0,0.0,0,0.04995785328435065,0.0,0.0,0,0.6735327972687051,0.0,0.0,0.0,0.002371029087349104,0.0,0.0,5.0,74.92961772506419,0.0,0.0,0.0,0.47371610201912784,0.0,0.0,0.0,0.2776593596208862,0.0,0.0
859337,00-0038117,2024,10,Wan'Dale Robinson,WR,0,2.4651141218584973,2.16,4.651881339845203,0,0.024591617575129676,0.0,0.0,0,0.005484287579988574,0.0,0.0,51,36.48726913204166,39.56,19.27450820816621,0,0.18347134897119127,0.24,0.4358898943540673,5,3.967612284691471,5.8,2.4832774042918904,0.0,0.020514850692823158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859465,00-0038120,2024,10,Breece Hall,RB,52,56.08811583970616,55.77777777777778,32.22878285701221,0,0.3539088326293409,0.3333333333333333,0.5,0,0.058626453628335115,0.0,0.0,31,36.53273542499158,36.333333333333336,30.667572450391308,0,0.14412936504496435,0.1111111111111111,0.33333333333333337,4,3.6052383991589263,3.888888888888889,2.0275875100994067,0.0,0.011104856597549837,0.1111111111111111,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859466,00-0038129,2024,10,Cade Otton,TE,0,1.6902459990441647,-0.4444444444444444,1.3333333333333335,0,0.005859298090721575,0.0,0.0,0,0.00609048150896003,0.0,0.0,35,57.888157189415516,46.77777777777778,35.17022098941723,0,0.4852374748891974,0.4444444444444444,0.7264831572567789,5,5.181716767323948,4.888888888888889,3.4075080500434787,0.0,0.01860768184650053,0.1111111111111111,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859467,00-0038359,2024,10,Xavier Smith,WR,0,1.5027337327990526,6.666666666666667,13.228756555322953,0,0.006415354845784316,0.0,0.0,0,0.0034721790942592295,0.0,0.0,0,2.9925539230193756,0.6666666666666666,2.0,0,0.019152059551050635,0.0,0.0,0,0.3462055823302528,0.2222222222222222,0.6666666666666667,0.0,0.002849041559664955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859595,00-0038394,2024,10,Will Mallory,TE,0,0.07362942295064556,0.0,0.0,0,-0.007702696524674438,0.0,0.0,0,0.003852573822935461,0.0,0.0,10,8.834600287830453,3.0,3.559026084010437,0,0.045412665237055186,0.0,0.0,1,0.813804474819285,0.5,0.5773502691896257,0.0,0.006680537340680805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859596,00-0038396,2024,10,Eric Gray,RB,0,3.359012165589353,3.2142857142857144,4.560340261066415,0,0.021619213692393002,0.0,0.0,0,-0.0028803451077984363,0.14285714285714285,0.36313651960128146,0,10.219602399846268,9.214285714285714,17.559475072882016,0,0.0582872938193065,0.0,0.0,0,1.13220448189091,0.7857142857142857,1.05090228108783,0.0,0.002745001349702531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859724,00-0038454,2024,10,Keaton Mitchell,RB,0,10.477911004929055,0.0,0.0,0,0.07759982966146618,0.0,0.0,0,0.018377264510189447,0.0,0.0,0,24.399415946147354,0.0,0.0,0,0.15294906738504996,0.0,0.0,0,2.0829621242412695,0.0,0.0,0.0,0.009289179653111669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859725,00-0038496,2024,10,Xavier Gipson,WR,0,1.0737936646859492,0.0,0.0,0,0.013075221046218825,0.0,0.0,0,0.0024509365892865023,0.0,0.0,0,10.15531986635233,2.5555555555555554,5.19861914604648,0,0.12209471266760721,0.1111111111111111,0.32025630761017426,0,1.031654597913724,0.4444444444444444,0.6979824404521128,0.0,0.0035304248799790236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861912,00-0038542,2024,10,Bijan Robinson,RB,116,64.50950846106693,70.22222222222223,27.653109127988564,2,0.4523801200247689,0.4444444444444444,0.726483157256779,0,0.05033033860799051,0.0,0.0,28,40.34227992976325,33.666666666666664,16.263455967290593,0,0.1519132142774092,0.1111111111111111,0.3333333333333333,3,4.665837218513847,4.222222222222222,1.7873008824606014,0.0,0.025076470281151127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861913,00-0038544,2024,10,Quentin Johnston,WR,0,1.9417603167696846,1.0,1.6733200530681511,0,0.011118314799734214,0.0,0.0,0,0.0033405234083601788,0.0,0.0,24,45.28079289139287,47.0,37.98947222586805,1,0.3088741872130919,0.6666666666666666,0.816496580927726,2,3.16365043442702,3.0,1.4142135623730951,0.0,0.02239881029624336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861914,00-0038547,2024,10,Luke Schoonmaker,TE,0,-0.5011418583132663,0.0,0.0,0,-0.016378256697341664,0.0,0.0,0,0.002821226240614993,0.0,0.0,0,17.52350528711094,14.0,19.61292091114087,0,0.08949368710403541,0.0,0.0,0,1.8732929410824974,2.0,2.70801280154532,0.0,0.006154381815130764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861915,00-0038555,2024,10,Tank Bigsby,RB,4,44.46931570298054,57.22222222222222,42.439653427031374,0,0.21687248506886653,0.4444444444444444,0.8555852638929972,0,0.04367332205391264,0.0,0.0,0,9.37154477929044,4.0,9.100743343912338,0,0.03871831869236579,0.0,0.0,0,1.1807040305109693,0.3333333333333333,0.6859943405700354,0.0,0.008780076645485614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862043,00-0038558,2024,10,Darnell Washington,TE,0,1.1182876078109807,0.0,0.0,0,0.00806166732142699,0.0,0.0,0,0.003146062253278424,0.0,0.0,6,19.65587918160514,17.142857142857142,14.123604018669967,0,0.09973801180161847,0.14285714285714285,0.37796447300922725,1,1.8367823055386434,1.5714285714285714,1.1338934190276817,0.0,0.007773395665864486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862044,00-0038559,2024,10,Michael Wilson,WR,0,0.9817006722015087,0.0,0.0,0,0.011678468894709693,0.0,0.0,0,0.004126150264349612,0.0,0.0,24,32.56931746689409,31.444444444444443,25.831720379753605,0,0.31329739080534136,0.3333333333333333,0.5,3,2.6160020524939362,3.0,2.5495097567963927,0.0,0.00454876594986932,0.1111111111111111,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862045,00-0038573,2024,10,Derius Davis,WR,6,2.9503706292416005,5.166666666666667,5.649049894086824,0,0.023252807400405556,0.0,0.0,0,0.0056527662895296624,0.0,0.0,17,8.830160398501167,1.3333333333333333,3.067859955389482,0,0.04835678512864601,0.0,0.0,1,0.7710426069739742,0.16666666666666666,0.38348249442368526,0.0,0.002640877006463002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864232,00-0038582,2024,10,Clayton Tune,QB,-1,6.574013505059508,-2.0,5.656854249492381,0,0.020605228723123217,0.0,0.0,0,0.10508603812671963,0.5,0.5773502691896257,0,4.928358524760316,0.0,0.0,0,0.04204892133599704,0.0,0.0,0,0.4190005321863115,0.0,0.0,0.0,0.0012069965286245262,0.0,0.0,0.0,69.35736556767156,0.0,0.0,0.0,0.5298515218802482,0.0,0.0,0.0,0.23543785760245778,0.0,0.0
864236,00-0038589,2024,10,Josh Whyle,TE,0,0.31286475404446534,0.0,0.0,0,-0.01003745570089111,0.0,0.0,0,0.00463464155118491,0.0,0.0,0,19.982954222361982,20.285714285714285,16.100872499280754,0,0.09893946648551363,0.0,0.0,0,1.8153816607251987,2.0,1.1547005383792515,0.0,0.014058139471636881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864237,00-0038597,2024,10,Chase Brown,RB,42,58.39003025074747,53.22222222222222,30.903180029694557,1,0.29542409015280047,0.4444444444444444,0.7047921864945658,1,0.032173498867254575,0.0,0.0,52,19.120189413752144,10.88888888888889,10.340604652299758,0,0.43988663028941294,0.2222222222222222,0.4277926319464986,9,3.0206186736102323,2.3333333333333335,1.2833778958394957,0.0,0.010671213625733988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864365,00-0038608,2024,10,Kayshon Boutte,WR,0,0.2753348540408922,0.0,0.0,0,-0.0010268208486140518,0.0,0.0,0,0.0036127114801872435,0.0,0.0,47,34.09435670621626,29.0,20.016659728003237,0,0.21087939803546438,0.14285714285714285,0.37796447300922725,4,2.189378878539401,1.8571428571428572,0.8997354108424372,0.0,0.008778161817237846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864366,00-0038611,2024,10,Chris Rodriguez Jr.,RB,4,36.34795727415698,52.0,0.0,0,0.231939411657084,0.0,0.0,0,0.03870480221079656,0.0,0.0,0,8.213964759374498,0.0,0.0,0,0.05362181912461075,0.0,0.0,0,0.7397249958530401,0.0,0.0,0.0,0.004683375612584267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864367,00-0038618,2024,10,Xavier Hutchinson,WR,0,1.0710952641746854,0.0,0.0,0,0.0015169420162048919,0.0,0.0,0,0.008470371955568066,0.0,0.0,6,16.688422957907804,8.0,11.588171308956142,0,0.08515613168113445,0.0,0.0,2,1.2636441114803607,0.625,0.7440238091428449,0.0,0.007896257144208498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864368,00-0038619,2024,10,Andrei Iosivas,WR,0,-0.999764785695108,0.0,0.0,0,-0.0034204463920675804,0.0,0.0,0,-0.0008912687094784419,0.0,0.0,29,32.22334677354276,22.11111111111111,18.664434390334765,0,0.17353204924731833,0.4444444444444444,0.7264831572567789,2,1.659634204364671,1.6666666666666667,1.5811388300841895,0.0,0.009598241997022024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864369,00-0038621,2024,10,DeMario Douglas,WR,0,0.9657101750759693,1.125,3.0740852297878796,0,0.0013851876442881467,0.0,0.0,0,0.004765802455824314,0.0,0.0,50,38.33631195857393,38.25,30.28641059397212,0,0.19666046338415433,0.125,0.3415650255319866,4,3.9214694753243466,4.375,2.247220505424423,0.0,0.018671640640314652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864497,00-0038640,2024,10,Jalen Brooks,WR,0,-0.5385372098813228,0.0,0.0,0,-0.01620269039200703,0.0,0.0,0,0.0030061106131991,0.0,0.0,4,17.78204935454195,14.714285714285714,8.994707438530833,0,0.0729069538353916,0.0,0.0,1,1.3739809490424386,1.0,0.5773502691896257,0.0,0.004889376037534766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864498,00-0038647,2024,10,Ronnie Bell,WR,0,-0.015081699984826002,0.0,0.0,0,0.0007688824305959463,0.0,0.0,0,-0.002722450470309494,0.0,0.0,0,12.206149380068611,7.333333333333333,5.5677643628300215,0,0.0691433096118077,0.0,0.0,0,1.036908668911179,0.6666666666666666,0.5,0.0,0.008258081772103552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866685,00-0038678,2024,10,Jordan Mims,RB,10,9.50022732699691,7.25,5.909032633745278,0,0.04209804080810045,0.0,0.0,0,0.010144250725360456,0.0,0.0,4,11.716080568818963,9.5,12.013880860626733,0,0.06145530546151659,0.0,0.0,1,1.2663910139020733,0.75,0.9574271077563382,0.0,0.00611329152976996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866686,00-0038705,2024,10,Emari Demercado,RB,22,17.220665414344108,19.0,20.320761140600354,0,0.18866887315337477,0.125,0.3415650255319866,0,0.014385480122320557,0.0,0.0,0,10.257057223602407,9.125,14.759742545180117,0,0.056669292655184195,0.0,0.0,0,1.143402516985895,1.25,1.6532795690182993,0.0,0.0019733481139897688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866814,00-0038720,2024,10,Julian Hill,TE,0,0.4354499617930383,0.0,0.0,0,-0.006558148489708218,0.0,0.0,0,0.007559509491827678,0.0,0.0,0,12.46503261817056,7.5,9.071934744033381,0,0.06089681562506129,0.0,0.0,0,1.3510259261579307,1.1666666666666667,1.1690451944500122,0.0,0.0075647281825142665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866815,00-0038738,2024,10,Hunter Luepke,RB,0,4.767903019514139,3.1666666666666665,3.6009258068817065,0,0.020979741257869118,0.0,0.0,0,0.014508843511219916,0.0,0.0,0,13.25038309908201,15.833333333333334,14.400231479620967,0,0.06204545084377183,0.0,0.0,0,1.3586336867446303,1.5,0.8366600265340756,0.0,0.007672217547212618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
