,player_id,season,week,player_display_name,position,True rushing_yards,Projected rushing_yards,Average rushing_yards,STD rushing_yards,True rushing_tds,Projected rushing_tds,Average rushing_tds,STD rushing_tds,True rushing_fumbles_lost,Projected rushing_fumbles_lost,Average rushing_fumbles_lost,STD rushing_fumbles_lost,True receiving_yards,Projected receiving_yards,Average receiving_yards,STD receiving_yards,True receiving_tds,Projected receiving_tds,Average receiving_tds,STD receiving_tds,True receptions,Projected receptions,Average receptions,STD receptions,True receiving_fumbles_lost,Projected receiving_fumbles_lost,Average receiving_fumbles_lost,STD receiving_fumbles_lost,True passing_yards,Projected passing_yards,Average passing_yards,STD passing_yards,True passing_tds,Projected passing_tds,Average passing_tds,STD passing_tds,True passing_interceptions,Projected passing_interceptions,Average passing_interceptions,STD passing_interceptions
438675,00-0032392,2024,5,Austin Hooper,TE,0,-0.8091646752588346,0.0,0.0,0,-0.0037006514631088006,0.0,0.0,0,-0.0013043585087807417,0.0,0.0,9,23.601188605264735,17.0,10.954451150103322,0,0.15926164894056682,0.25,0.5,1,2.095341825616111,1.5,0.5773502691896257,0.0,0.01484818554915653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438676,00-0032764,2024,5,Derrick Henry,RB,92,85.18830139173386,120.0,68.24954212300621,1,0.6606650624194814,1.25,0.5,0,0.08952361523660353,0.0,0.0,4,16.73909591021196,11.25,9.42956343987709,0,0.13799085397696276,0.25,0.5,1,1.802133547288817,1.25,1.2583057392117918,0.0,0.016024141155089447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438677,00-0032775,2024,5,Demarcus Robinson,WR,0,-0.017698424427264214,0.0,0.0,0,-0.0021731713524489743,0.0,0.0,0,0.00714609402302325,0.0,0.0,28,38.18248204594431,40.25,7.67571929311297,1,0.2002451695343916,0.0,0.0,3,2.5134571050050845,2.25,1.2583057392117916,0.0,0.012531693853225405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438678,00-0033040,2024,5,Tyreek Hill,WR,0,6.599356297737225,7.75,9.394147114027968,0,0.022613920753387362,0.0,0.0,0,0.012558690119952663,0.0,0.0,69,60.20619966348128,54.25,51.0971297302174,0,0.3524589935530619,0.25,0.5,6,4.504457836150291,4.25,1.8929694486000912,0.0,0.018369710908807638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438679,00-0033045,2024,5,Ezekiel Elliott,RB,17,19.82949992848946,20.25,14.291605927956454,0,0.15672148345773207,0.25,0.5,0,0.02184233056590261,0.0,0.0,0,13.82379859905705,9.0,4.96655480858378,0,0.0556853206281642,0.0,0.0,0,1.6837482327971989,1.5,0.5773502691896257,0.0,0.008915050385407517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438680,00-0033077,2024,5,Dak Prescott,QB,3,6.9719425980526015,5.25,5.560275772537426,0,0.09902026740527813,0.25,0.5,0,0.01685473701848638,0.0,0.0,0,5.835407144442602,0.0,0.0,0,0.03244672619120935,0.0,0.0,0,0.5689759024820209,0.0,0.0,0.0,0.003208534939553644,0.0,0.0,352.0,280.81795896954577,268.0,87.7040477971228,2.0,1.5652857982568067,1.5,0.5773502691896257,2.0,1.0403772800684912,0.5,1.0
438684,00-0033090,2024,5,Hunter Henry,TE,0,-0.353027397340405,0.0,0.0,0,0.001235990843498569,0.0,0.0,0,0.0005290136354965912,0.0,0.0,32,42.932236389643464,37.0,48.145612468842884,0,0.20605652171197827,0.0,0.0,2,3.728562998318928,3.5,3.0,0.0,0.01977185136214534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438685,00-0033119,2024,5,Jacoby Brissett,QB,10,10.644276418031199,10.25,14.705441169852744,0,0.06755017338437108,0.0,0.0,0,0.014409849501741677,0.0,0.0,0,6.140579527395996,0.0,0.0,0,0.03065630350965648,0.0,0.0,0,0.5840293149689149,0.0,0.0,0.0,0.0034074533960031317,0.0,0.0,160.0,185.21702912892928,134.0,30.80043289739069,0.0,1.056673985056617,0.5,0.5773502691896257,0.0,0.6216188590507274,0.25,0.5
438689,00-0033217,2024,5,Mo Alie-Cox,TE,0,0.5365761671596871,0.0,0.0,0,0.010637192339523587,0.0,0.0,0,0.0022550120128169704,0.0,0.0,37,14.3666803170184,7.333333333333333,12.701705922171767,1,0.07468477127023893,0.0,0.0,2,1.1300960156052986,0.3333333333333333,0.5773502691896258,0.0,0.006754786999620663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438690,00-0033246,2024,5,Johnny Mundt,TE,0,-0.17394960495287215,0.0,0.0,0,-0.0049993465648635604,0.0,0.0,0,0.001601803517639843,0.0,0.0,31,19.65433710571878,11.0,6.164414002968976,0,0.14453067229847788,0.25,0.5,2,1.9495480441379252,1.75,0.5,0.0,0.011299796454477528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438691,00-0033282,2024,5,Curtis Samuel,WR,-1,2.589914989373086,1.75,3.5,0,0.000968111982688355,0.0,0.0,0,0.005506834180464097,0.0,0.0,0,18.708334371178893,12.0,8.286535263104035,0,0.08749619307555681,0.0,0.0,1,1.9649959517291051,2.0,0.816496580927726,0.0,0.009908445796463326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438692,00-0033288,2024,5,George Kittle,TE,0,1.1982317625767376,0.0,0.0,0,0.015338472630016399,0.0,0.0,0,0.0007433369175205463,0.0,0.0,64,48.65064163636198,53.666666666666664,19.5021366350801,1,0.3675354614872901,0.6666666666666666,0.5773502691896258,8,4.230243897658396,5.0,1.7320508075688772,0.0,0.020674695118762847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438693,00-0033292,2024,5,Trent Taylor,WR,0,9.497292972753211,0.0,0.0,0,0.07844673179633534,0.0,0.0,0,0.013107740884601583,0.0,0.0,0,23.167185129873534,0.0,0.0,0,0.14051949633515967,0.0,0.0,0,2.065617176014309,0.0,0.0,0.0,0.010445214006810706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438694,00-0033293,2024,5,Aaron Jones,RB,29,60.49486214198831,80.25,32.41784488004511,0,0.3830511884141494,0.25,0.5,0,0.057964413566673686,0.0,0.0,24,31.022741230182362,35.75,14.614490525958589,0,0.16582756008905564,0.25,0.5,1,3.4820717925237044,4.0,1.4142135623730951,0.0,0.05692367349612734,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438695,00-0033307,2024,5,Kendrick Bourne,WR,0,9.760925922656709,0.0,0.0,0,0.06968204925119045,0.0,0.0,0,0.016495493484959965,0.0,0.0,6,25.42420384811914,0.0,0.0,0,0.15305862565786713,0.0,0.0,1,2.2158903422091463,0.0,0.0,0.0,0.009899985090161517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438696,00-0033319,2024,5,Nick Mullens,QB,0,3.3695398225814,0.0,0.0,0,0.023428766820935545,0.0,0.0,0,0.0046708296328359135,0.0,0.0,0,7.165840063238225,0.0,0.0,0,0.044624103154517564,0.0,0.0,0,0.6339242649547607,0.0,0.0,0.0,0.0015294103725623856,0.0,0.0,24.0,75.60398708683212,0.0,0.0,0.0,0.4567485143595629,0.0,0.0,0.0,0.45034829957178435,0.0,0.0
438700,00-0033439,2024,5,Pharaoh Brown,TE,0,-0.3377668830491327,0.0,0.0,0,-0.008463995699791116,0.0,0.0,0,0.0028421143367849643,0.0,0.0,7,12.39823054715603,6.0,4.242640687119285,0,0.061412715917741334,0.0,0.0,1,1.3222970405782222,1.0,0.0,0.0,0.006444232376417792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438701,00-0033526,2024,5,Samaje Perine,RB,0,11.581227889927952,9.75,12.120918557051139,0,0.11475235484497381,0.25,0.5,0,0.021534338374673823,0.0,0.0,24,11.241617477623677,7.0,6.782329983125268,0,0.05242622524405438,0.0,0.0,1,1.4174302818040752,1.25,1.2583057392117916,0.0,0.008446483856118887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438702,00-0033536,2024,5,Mike Williams,WR,0,0.03203563050960945,0.0,0.0,0,-0.004220102649377833,0.0,0.0,0,0.006252848667993178,0.0,0.0,25,32.0852912182907,34.6,19.60357110324545,0,0.16437355578888602,0.0,0.0,2,2.3584529587758825,2.4,1.3416407864998738,0.0,0.01456937203265771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438703,00-0033537,2024,5,Deshaun Watson,QB,14,20.778608970050463,29.25,8.139410298049853,0,0.18009195997272354,0.25,0.5,0,0.12562886049921695,0.25,0.46291004988627577,0,6.555575513212304,0.0,0.0,0,0.039317949436161126,0.0,0.0,0,0.5919350146756046,0.0,0.0,0.0,0.002083751939884689,0.0,0.0,125.0,221.16459973494602,181.75,11.786291472158098,1.0,1.3461776320697283,1.0,0.816496580927726,0.0,0.7727018551834826,0.75,0.9574271077563382
438707,00-0033553,2024,5,James Conner,RB,86,62.750387008526374,73.25,48.396797414705034,0,0.5260955524636289,0.75,0.5,0,0.0970618743457987,0.0,0.0,14,14.392855060027665,13.0,13.686976778431873,0,0.06357432861099757,0.0,0.0,2,1.678784633663835,1.5,1.0,0.0,0.007735222533580857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438708,00-0033555,2024,5,Mack Hollins,WR,0,0.3673106107416686,0.0,0.0,0,-0.006066942631510794,0.0,0.0,0,0.005556836412134964,0.0,0.0,27,23.654295525993838,11.5,11.210114480533491,0,0.1696317413009063,0.25,0.5,2,1.8190608745378694,1.0,0.816496580927726,0.0,0.009515714204112095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438709,00-0033589,2024,5,David Moore,WR,0,-0.7627566910761931,0.0,0.0,0,-0.0074245000774406655,0.0,0.0,0,0.002201802646517908,0.0,0.0,13,9.857750811153801,7.0,7.378647873726218,0,0.04460091590774866,0.0,0.0,2,0.786085277489809,0.5,0.5270462766947299,0.0,0.005434202480863149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516834,00-0033699,2024,5,Austin Ekeler,RB,67,18.900174865258954,29.5,13.076696830622021,0,0.18462919539813583,0.5,0.5773502691896257,0,0.00982633501401317,0.0,0.0,30,22.799053287959293,35.75,16.007810593582125,0,0.07499072994145499,0.0,0.0,2,2.3722796172252374,2.75,0.9574271077563381,0.0,0.02009576117946287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516962,00-0033854,2024,5,Dare Ogunbowale,RB,30,3.6646104485221525,2.5,3.3166247903554,0,0.01181874473644369,0.0,0.0,0,0.004303737311821052,0.0,0.0,57,21.02978938419973,24.5,18.266545011760343,0,0.14629684838254872,0.25,0.5,6,2.056085342068872,2.25,1.2583057392117916,0.0,0.01096163838698137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516963,00-0033857,2024,5,JuJu Smith-Schuster,WR,0,0.16427374218410584,0.0,0.0,0,-0.011681513015739137,0.0,0.0,0,0.005133862795250176,0.0,0.0,130,15.187626516866368,8.5,12.020815280171307,0,0.18556922542957804,0.5,0.7071067811865476,7,1.3789932375336695,1.0,1.4142135623730951,0.0,0.010427556866327656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516964,00-0033858,2024,5,Jonnu Smith,TE,-1,0.5558847529616617,0.0,0.0,0,0.0021722804822329744,0.0,0.0,0,0.0020667528483383595,0.0,0.0,62,23.15724174464042,19.5,23.530122538284125,0,0.11234717343191443,0.0,0.0,5,2.289275740898309,2.25,2.6299556396765835,0.0,0.012520501870342385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516965,00-0033873,2024,5,Patrick Mahomes,QB,22,14.924030666430452,15.25,10.843584893075414,0,0.0838731860223859,0.0,0.0,0,0.018504728470680427,0.0,0.0,0,6.328258471642371,0.5,1.0,0,0.039620009677603846,0.0,0.0,0,0.6818280999492805,0.25,0.5,0.0,0.00479689157367504,0.0,0.0,331.0,238.23824659139422,226.0,58.57189314566046,0.0,1.4050625883035996,1.5,0.5773502691896257,1.0,0.8353655928177166,1.25,0.5
516969,00-0033885,2024,5,David Njoku,TE,0,3.294719498438149,0.0,0.0,0,0.02039526379949575,0.0,0.0,0,0.008404733517061485,0.0,0.0,14,35.64203033373826,44.0,0.0,0,0.16522259919924623,0.0,0.0,1,3.417708408569341,4.0,0.0,0.0,0.012431726300997162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516970,00-0033895,2024,5,Gerald Everett,TE,0,1.158089844875171,0.0,0.0,0,0.007827770285526767,0.0,0.0,0,0.0034577439855466817,0.0,0.0,22,9.970537509886064,0.0,1.0,0,0.05429561813329034,0.0,0.0,2,1.2474018242747291,1.0,1.0,0.0,0.005570020207670897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516971,00-0033906,2024,5,Alvin Kamara,RB,26,68.04743379585032,90.5,16.842406795546374,0,0.6378487178066935,1.25,1.2583057392117916,0,0.07258512255824603,0.0,0.0,40,35.61077366483316,43.5,15.800843859321775,0,0.18941136685515303,0.25,0.5,6,3.7862755922171676,4.25,2.217355782608345,0.0,0.023926635598535726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516972,00-0033921,2024,5,Chris Godwin Jr.,WR,2,1.6037106645133203,0.0,0.0,0,0.024619216862717216,0.0,0.0,0,0.004355313199116926,0.0,0.0,64,69.6787635428143,80.5,27.24579478255926,0,0.4748355828890516,0.75,0.5,5,5.657220470766381,6.75,0.9574271077563381,0.0,0.03980942906440035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516973,00-0033923,2024,5,Kareem Hunt,RB,102,46.74194534770301,69.0,0.0,1,0.2547247248052369,0.0,0.0,0,0.042793715384767644,0.0,0.0,15,18.322619752549883,16.0,0.0,0,0.07300218163011359,0.0,0.0,1,2.086511433230931,2.0,0.0,0.0,0.022470918037694992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516974,00-0033925,2024,5,D'Onta Foreman,RB,44,20.224120993290583,16.333333333333332,22.27853974867593,0,0.11297132253374786,0.0,0.0,0,0.03236995193254485,0.0,0.0,16,7.626573238286852,4.666666666666667,4.509249752822894,0,0.03563137208706861,0.0,0.0,1,0.8224515408235955,0.6666666666666666,0.5773502691896258,0.0,0.002164391886253633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516975,00-0033943,2024,5,Josh Reynolds,WR,0,0.4994232058832573,0.0,0.0,0,0.002582167879111308,0.0,0.0,0,0.005691385589615008,0.0,0.0,9,35.936812777891404,43.5,38.301436004411116,1,0.1753362681778946,0.0,0.0,1,2.5717784416985414,2.75,2.217355782608345,0.0,0.013083757747036009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516976,00-0033948,2024,5,Jamaal Williams,RB,9,12.870313165701928,21.75,18.475852966971317,0,0.10046499623373878,0.25,0.4629100498862757,0,0.017335394621470695,0.0,0.0,0,10.45467035205493,5.25,5.922113522335466,0,0.04885232658574122,0.0,0.0,0,1.5116681307918656,1.0,0.7559289460184544,0.0,0.008609390168467422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517104,00-0033955,2024,5,Jeremy McNichols,RB,44,19.65180743085081,23.0,38.97435053981015,1,0.2524608647084137,0.6666666666666666,1.1547005383792517,0,0.019089456470803394,0.0,0.0,0,4.332469435885432,2.0,3.4641016151377544,0,0.013396389470216735,0.0,0.0,0,0.5291696788063509,0.3333333333333333,0.5773502691896258,0.0,0.0006692550830653399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517105,00-0034270,2024,5,Tyler Conklin,TE,0,0.46594422298014315,0.0,0.0,0,-0.002128883262960124,0.0,0.0,0,0.0059784392041101805,0.0,0.0,55,31.29069048748928,31.5,41.25126260693928,0,0.14639432898674973,0.0,0.0,6,2.6600002603786335,2.75,2.0615528128088303,0.0,0.01865505135447206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517106,00-0034272,2024,5,Marquez Valdes-Scantling,WR,0,-0.09912148590222358,0.0,0.0,0,-0.011033556674027473,0.0,0.0,0,0.0038466962823292174,0.0,0.0,0,16.217694083153646,6.5,8.962886439832502,0,0.08747476526403786,0.0,0.0,0,1.1110436803718362,0.5,0.5773502691896257,0.0,0.004747462355957214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517107,00-0034348,2024,5,Courtland Sutton,WR,0,0.9180187725050715,0.0,0.0,0,0.003863504955683772,0.0,0.0,0,0.006249753233240934,0.0,0.0,32,57.94403909045702,48.0,19.390719429665317,0,0.3442611733695746,0.25,0.5,2,4.141022870574906,3.75,2.5,0.0,0.01748467112626389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517108,00-0034364,2024,5,Jordan Akins,TE,0,0.22291452740637574,0.0,0.0,0,0.0003840994608175774,0.0,0.0,0,0.0021417437833389785,0.0,0.0,22,21.283741732468666,19.0,10.424330514074594,1,0.09430687230424284,0.0,0.0,3,2.170935497283704,2.25,1.5,0.0,0.009807089045086162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517109,00-0034383,2024,5,Dalton Schultz,TE,0,0.4077184000025209,0.0,0.0,0,0.006312869977602928,0.0,0.0,0,0.005242169820732025,0.0,0.0,34,26.09754035121924,20.5,9.882644720249063,0,0.13062450263863054,0.0,0.0,4,2.392541141019169,2.5,0.5773502691896257,0.0,0.0076635033805396435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517110,00-0034407,2024,5,Ray-Ray McCloud,WR,0,4.95076075602465,5.75,9.604686356149273,0,0.022285298102283087,0.0,0.0,0,0.011188887868069073,0.0,0.0,66,39.67917955952806,40.75,16.520189667999176,0,0.17559541203699408,0.0,0.0,6,3.3477413289924938,3.75,1.707825127659933,0.0,0.02175630931944271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517111,00-0034418,2024,5,Cedrick Wilson Jr.,WR,0,-0.1842375067079196,0.0,0.0,0,-0.0007795814710619825,0.0,0.0,0,0.0016363262159116779,0.0,0.0,0,5.0545824718743475,1.0,1.7320508075688772,0,0.023342297190681163,0.0,0.0,0,0.6332389876812454,0.3333333333333333,0.5773502691896258,0.0,0.002712064657844227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517112,00-0034419,2024,5,Braxton Berrios,WR,0,0.4430726962790228,0.0,0.0,0,0.005120336094280323,0.0,0.0,0,0.003595634012471748,0.0,0.0,0,7.121847855879217,0.0,0.0,0,0.029792923128084195,0.0,0.0,0,0.6948747314321366,0.0,0.0,0.0,0.003740414952241581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519299,00-0034521,2024,5,Allen Lazard,WR,0,0.30517167408735446,0.0,0.0,0,-0.002875995620819527,0.0,0.0,0,0.006302369005599355,0.0,0.0,34,50.42914411470889,51.5,32.15068687705858,1,0.3938262877353787,0.75,0.9574271077563381,4,3.920862539360653,4.0,1.8257418583505538,0.0,0.028465994578417277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519300,00-0034577,2024,5,Kyle Allen,QB,0,9.560630418804056,0.0,0.0,0,0.06470468156220124,0.0,0.0,0,0.015719544415123233,0.0,0.0,0,21.086248678781438,0.0,0.0,0,0.12789884672863627,0.0,0.0,0,1.8298744309849304,0.0,0.0,0.0,0.011783700557303267,0.0,0.0,19.0,113.09988883251712,0.0,0.0,0.0,0.6221151888648875,0.0,0.0,0.0,0.524863032531963,0.0,0.0
519304,00-0034646,2024,5,Brandon Powell,WR,0,-0.15104677889268459,0.0,0.0,0,-0.0007932356356050718,0.0,0.0,0,0.0030948219957358455,0.0,0.0,0,14.158046858186601,7.25,7.652985157321411,0,0.07179551441497964,0.0,0.0,0,1.1282934764508,0.75,0.8660254037844386,0.0,0.006117959336086634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519432,00-0034753,2024,5,Mark Andrews,TE,0,1.5786828134580926,0.0,0.0,0,0.00989725145877432,0.0,0.0,0,0.006490063905131977,0.0,0.0,55,24.7178403443787,16.25,24.088378940891808,0,0.1445273317689792,0.0,0.0,4,1.9646292522643356,1.5,1.9148542155126762,0.0,0.010745849773034988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519433,00-0034775,2024,5,Christian Kirk,WR,0,1.6418183422613861,0.0,0.0,0,0.02063823792812393,0.0,0.0,0,0.0058621866316194045,0.0,0.0,88,51.17184270858654,42.25,35.226647110769235,0,0.3314321713831873,0.25,0.5,4,4.1073245115301535,4.25,3.774917217635375,0.0,0.01590861636569012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519434,00-0034796,2024,5,Lamar Jackson,QB,55,48.984013925300005,77.0,35.014282800023196,0,0.3520784052547825,0.5,0.5773502691896257,1,0.1571670670326949,0.25,0.4629100498862757,0,6.229836306662101,0.0,0.0,0,0.04561177959199843,0.0,0.0,0,0.5761377605648694,0.0,0.0,0.0,0.004835917378781349,0.0,0.0,348.0,234.70013992842212,214.5,54.64125425598013,4.0,1.510654686024489,1.25,0.5,0.0,0.7317515592934429,0.25,0.5
519438,00-0034798,2024,5,Durham Smythe,TE,0,0.9870053494790465,0.0,0.0,0,0.00699479733901167,0.0,0.0,0,0.003962731924657278,0.0,0.0,0,13.835869069803113,3.6666666666666665,4.041451884327381,0,0.07065700344147886,0.0,0.0,0,1.3493666557083808,0.6666666666666666,0.5773502691896258,0.0,0.007927573060774091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519439,00-0034827,2024,5,DJ Moore,WR,0,4.775029581108093,2.0,8.485281374238571,0,0.02789251692295258,0.0,0.0,0,0.010752282054139715,0.0,0.0,105,55.23651631359731,47.25,24.102212899787162,2,0.3316662339305291,0.25,0.5,5,4.82452492094555,5.5,2.0816659994661326,0.0,0.0207895720659022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519440,00-0034829,2024,5,Mike Gesicki,TE,0,0.2674335613103569,0.0,0.0,0,-0.00951890790301127,0.0,0.0,0,0.00480738532983872,0.0,0.0,31,35.199470648822675,36.75,42.78921203605725,0,0.16659504077887127,0.0,0.0,2,3.0969552440767876,3.75,2.5,0.0,0.0107352104929912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519441,00-0034854,2024,5,KhaDarel Hodge,WR,0,0.9231238184256849,0.0,0.0,0,0.00011634930973025703,0.0,0.0,0,0.005554479508488693,0.0,0.0,67,4.9988980604092745,0.0,0.0,1,0.026615786952722778,0.0,0.0,2,0.44591159794163926,0.0,0.0,0.0,0.00405392665177933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519442,00-0034855,2024,5,Baker Mayfield,QB,42,15.635887221690169,16.25,14.614490525958589,0,0.21971800469595348,0.5,0.5773502691896257,0,0.032792736028038935,0.0,0.0,0,7.164958101397199,0.0,0.0,0,0.04629233095868354,0.0,0.0,0,0.646547248971306,0.0,0.0,0.0,0.0033810096227917296,0.0,0.0,180.0,272.33096257975785,246.0,86.90991504617487,3.0,1.8784254586265468,2.0,1.4142135623730951,0.0,0.39715401860588234,0.5,0.5773502691896257
519446,00-0034857,2024,5,Josh Allen,QB,54,22.43360771031999,26.5,19.087517736293876,0,0.26632709875829186,0.5,1.0,0,0.031484683715134625,0.0,0.0,0,4.7030020448852845,0.0,0.0,0,0.024106008409793725,0.0,0.0,0,0.4497530725202781,0.0,0.0,0.0,0.0037424532767348284,0.0,0.0,131.0,231.12204951924846,203.5,54.96968861715215,1.0,1.5647554690846641,1.75,1.707825127659933,0.0,0.8641576899725413,0.0,0.0
519450,00-0034869,2024,5,Sam Darnold,QB,11,13.452799210753515,12.5,14.525839046333951,0,0.08542249212062661,0.0,0.0,1,0.032150840827794624,0.0,0.0,0,5.407553235321782,0.0,0.0,0,0.028439563527563064,0.0,0.0,0,0.5010687576245949,0.0,0.0,0.0,0.002360152208630246,0.0,0.0,179.0,248.3710030473641,233.0,45.89117562233506,0.0,1.555269463185774,2.75,0.9574271077563382,1.0,0.8802171046489426,0.75,0.5
519454,00-0034960,2024,5,Jakobi Meyers,WR,0,1.5705116387355478,0.75,1.5,0,0.013101799280137043,0.0,0.0,0,0.0008373499644659839,0.0,0.0,72,55.006277186255794,50.25,15.348724159790395,0,0.32690185283501283,0.25,0.5,6,4.4921234450967304,4.75,1.707825127659933,0.0,0.02137378074974136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519455,00-0034972,2024,5,Alexander Mattison,RB,38,20.91101054061418,21.75,26.575364531836623,0,0.20736023082339192,0.5,0.5773502691896257,0,0.023180732999566786,0.0,0.0,23,18.850940249593453,20.0,23.22355126446714,0,0.13893805967584247,0.25,0.5,2,2.1582264033111582,1.75,2.0615528128088303,0.0,0.008132545490214426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519456,00-0034975,2024,5,Justice Hill,RB,17,18.524519117876626,19.0,11.489125293076055,0,0.08044952371776622,0.0,0.0,0,0.019088919744599246,0.0,0.0,8,35.989712995288386,40.25,28.529433422845454,0,0.2665108406588831,0.25,0.4629100498862757,1,3.4977235820559107,4.0,2.138089935299395,0.0,0.025505402385090553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
